,record,beat,sym,pos,block,k
60603,205,2294,N,550101,537,44
60604,205,2295,N,550368,537,44
60605,205,2296,N,550637,537,44
60606,205,2297,N,550904,537,44
60607,205,2298,N,551172,538,28
60608,205,2299,N,551446,538,28
60609,205,2300,N,551715,538,28
60610,205,2301,N,551982,539,43
60611,205,2302,N,552248,539,43
60612,205,2303,N,552526,539,43
60613,205,2304,N,552797,539,43
60614,205,2305,N,553061,540,43
60615,205,2306,N,553330,540,43
60616,205,2307,N,553597,540,43
60617,205,2308,N,553865,540,43
60618,205,2309,N,554143,541,46
60619,205,2310,N,554409,541,46
60620,205,2311,N,554674,541,46
60621,205,2312,N,554943,541,46
60622,205,2313,N,555210,542,37
60623,205,2314,N,555474,542,37
60624,205,2315,N,555732,542,37
60625,205,2316,N,555994,542,37
60626,205,2317,N,556251,543,43
60627,205,2318,N,556514,543,43
60628,205,2319,N,556774,543,43
60629,205,2320,N,557034,543,43
60630,205,2321,N,557294,544,23
60631,205,2322,N,557561,544,23
60632,205,2323,N,557826,544,23
60633,205,2324,N,558090,545,41
60634,205,2325,N,558354,545,41
60635,205,2326,N,558624,545,41
60636,205,2327,N,558891,545,41
60637,205,2328,N,559162,546,40
60638,205,2329,N,559427,546,40
60639,205,2330,N,559694,546,40
60640,205,2331,N,559956,546,40
60641,205,2332,N,560231,547,47
60642,205,2333,N,560494,547,47
60643,205,2334,N,560754,547,47
60644,205,2335,N,561012,547,47
60645,205,2336,N,561275,548,33
60646,205,2337,N,561538,548,33
60647,205,2338,N,561807,548,33
60648,205,2339,N,562066,548,33
60649,205,2340,N,562325,549,44
60650,205,2341,N,562589,549,44
60651,205,2342,N,562859,549,44
60652,205,2343,N,563125,549,44
60653,205,2344,N,563381,550,40
60654,205,2345,N,563643,550,40
60655,205,2346,N,563906,550,40
60656,205,2347,N,564173,550,40
60657,205,2348,N,564441,551,43
60658,205,2349,N,564704,551,43
60659,205,2350,N,564961,551,43
60660,205,2351,N,565230,551,43
60661,205,2352,N,565497,552,27
60662,205,2353,N,565762,552,27
60663,205,2354,N,566021,552,27
60664,205,2355,N,566286,553,43
60665,205,2356,N,566552,553,43
60666,205,2357,N,566821,553,43
60667,205,2358,N,567091,553,43
60668,205,2359,N,567358,554,43
60669,205,2360,N,567621,554,43
60670,205,2361,N,567895,554,43
60671,205,2362,N,568164,554,43
60672,205,2363,N,568433,555,41
60673,205,2364,N,568697,555,41
60674,205,2365,N,568968,555,41
60675,205,2366,N,569232,555,41
60676,205,2367,N,569501,556,47
60677,205,2368,N,569765,556,47
60678,205,2369,N,570030,556,47
60679,205,2370,N,570290,556,47
60680,205,2371,N,570563,557,38
60681,205,2372,N,570829,557,38
60682,205,2373,N,571086,557,38
60683,205,2374,N,571349,557,38
60684,205,2375,N,571611,558,28
60685,205,2376,N,571880,558,28
60686,205,2377,N,572149,558,28
60687,205,2378,N,572410,558,28
60688,205,2379,N,572671,559,33
60689,205,2380,N,572937,559,33
60690,205,2381,N,573210,559,33
60691,205,2382,N,573474,560,45
60692,205,2383,N,573733,560,45
60693,205,2384,N,573994,560,45
60694,205,2385,N,574259,560,45
60695,205,2386,N,574524,561,40
60696,205,2387,N,574793,561,40
60697,205,2388,N,575057,561,40
60698,205,2389,N,575316,561,40
60699,205,2390,N,575586,562,40
60700,205,2391,N,575858,562,40
60701,205,2392,N,576126,562,40
60702,205,2393,N,576387,562,40
60703,205,2394,N,576655,563,43
60704,205,2395,N,576917,563,43
60705,205,2396,N,577187,563,43
60706,205,2397,N,577456,563,43
60707,205,2398,N,577719,564,44
60708,205,2399,N,577979,564,44
60709,205,2400,N,578247,564,44
60710,205,2401,N,578510,564,44
60711,205,2402,N,578772,565,44
60712,205,2403,N,579033,565,44
60713,205,2404,N,579296,565,44
60714,205,2405,N,579559,565,44
60715,205,2406,N,579823,566,28
60716,205,2407,N,580088,566,28
60717,205,2408,N,580352,566,28
60718,205,2409,N,580614,567,34
60719,205,2410,N,580883,567,34
60720,205,2411,N,581145,567,34
60721,205,2412,N,581407,567,34
60722,205,2413,N,581665,568,45
60723,205,2414,N,581931,568,45
60724,205,2415,N,582190,568,45
60725,205,2416,N,582455,568,45
60726,205,2417,N,582713,569,39
60727,205,2418,N,582973,569,39
60728,205,2419,N,583232,569,39
60729,205,2420,N,583500,569,39
60730,205,2421,N,583761,570,45
60731,205,2422,N,584017,570,45
60732,205,2423,N,584278,570,45
60733,205,2424,N,584542,570,45
60734,205,2425,N,584807,571,40
60735,205,2426,N,585073,571,40
60736,205,2427,N,585334,571,40
60737,205,2428,N,585594,571,40
60738,205,2429,N,585856,572,40
60739,205,2430,N,586127,572,40
60740,205,2431,N,586391,572,40
60741,205,2432,N,586649,572,40
60742,205,2433,N,586910,573,39
60743,205,2434,N,587172,573,39
60744,205,2435,N,587437,573,39
60745,205,2436,N,587708,573,39
60746,205,2437,N,587970,574,40
60747,205,2438,N,588231,574,40
60748,205,2439,N,588500,574,40
60749,205,2440,N,588774,574,40
60750,205,2441,N,589045,575,22
60751,205,2442,N,589307,575,22
60752,205,2443,N,589572,575,22
60753,205,2444,N,589835,576,41
60754,205,2445,N,590102,576,41
60755,205,2446,N,590369,576,41
60756,205,2447,N,590632,576,41
60757,205,2448,N,590888,577,37
60758,205,2449,N,591157,577,37
60759,205,2450,N,591419,577,37
60760,205,2451,N,591681,577,37
60761,205,2452,N,591940,578,41
60762,205,2453,N,592203,578,41
60763,205,2454,N,592468,578,41
60764,205,2455,N,592733,578,41
60765,205,2456,N,593000,579,37
60766,205,2457,N,593265,579,37
60767,205,2458,N,593532,579,37
60768,205,2459,N,593808,579,37
60769,205,2460,N,594075,580,33
60770,205,2461,N,594338,580,33
60771,205,2462,V,594504,580,33
60772,205,2463,N,594869,580,33
60773,205,2464,N,595135,581,34
60774,205,2465,N,595405,581,34
60775,205,2466,N,595665,581,34
60776,205,2467,N,595927,581,34
60777,205,2468,N,596191,582,28
60778,205,2469,N,596465,582,28
60779,205,2470,N,596730,582,28
60780,205,2471,N,596990,582,28
60781,205,2472,N,597257,583,31
60782,205,2473,N,597521,583,31
60783,205,2474,N,597795,583,31
60784,205,2475,N,598064,584,35
60785,205,2476,N,598330,584,35
60786,205,2477,N,598591,584,35
60787,205,2478,N,598862,584,35
60788,205,2479,N,599131,585,41
60789,205,2480,N,599394,585,41
60790,205,2481,N,599652,585,41
60791,205,2482,N,599914,585,41
60792,205,2483,N,600178,586,39
60793,205,2484,N,600445,586,39
60794,205,2485,N,600710,586,39
60795,205,2486,N,600976,586,39
60796,205,2487,N,601239,587,43
60797,205,2488,N,601514,587,43
60798,205,2489,N,601780,587,43
60799,205,2490,N,602047,587,43
60800,205,2491,N,602312,588,38
60801,205,2492,N,602583,588,38
60802,205,2493,N,602852,588,38
60803,205,2494,N,603124,588,38
60804,205,2495,N,603387,589,23
60805,205,2496,N,603649,589,23
60806,205,2497,N,603913,589,23
60807,205,2498,N,604185,590,40
60808,205,2499,N,604451,590,40
60809,205,2500,N,604709,590,40
60810,205,2501,N,604976,590,40
60811,205,2502,N,605239,591,30
60812,205,2503,N,605508,591,30
60813,205,2504,V,605645,591,30
60814,205,2505,N,606038,591,30
60815,205,2506,N,606298,592,33
60816,205,2507,V,606453,592,33
60817,205,2508,N,606828,592,33
60818,205,2509,N,607090,592,33
60819,205,2510,N,607346,593,38
60820,205,2511,N,607603,593,38
60821,205,2512,N,607861,593,38
60822,205,2513,N,608122,593,38
60823,205,2514,V,608298,594,37
60824,205,2515,N,608641,594,37
60825,205,2516,N,608898,594,37
60826,205,2517,N,609163,594,37
60827,205,2518,N,609430,595,39
60828,205,2519,N,609692,595,39
60829,205,2520,N,609948,595,39
60830,205,2521,N,610208,595,39
60831,205,2522,N,610467,596,40
60832,205,2523,N,610734,596,40
60833,205,2524,N,611000,596,40
60834,205,2525,N,611261,596,40
60835,205,2526,N,611516,597,35
60836,205,2527,N,611782,597,35
60837,205,2528,N,612049,597,35
60838,205,2529,N,612312,597,35
60839,205,2530,N,612570,598,41
60840,205,2531,N,612829,598,41
60841,205,2532,N,613089,598,41
60842,205,2533,N,613353,598,41
60843,205,2534,N,613619,599,27
60844,205,2535,N,613882,599,27
60845,205,2536,N,614138,599,27
60846,205,2537,N,614405,600,34
60847,205,2538,N,614670,600,34
60848,205,2539,N,614935,600,34
60849,205,2540,N,615195,600,34
60850,205,2541,N,615454,601,43
60851,205,2542,N,615713,601,43
60852,205,2543,N,615980,601,43
60853,205,2544,V,616120,601,43
60854,205,2545,N,616506,602,41
60855,205,2546,N,616761,602,41
60856,205,2547,N,617028,602,41
60857,205,2548,N,617288,602,41
60858,205,2549,N,617548,603,41
60859,205,2550,N,617804,603,41
60860,205,2551,N,618067,603,41
60861,205,2552,N,618330,603,41
60862,205,2553,N,618593,604,41
60863,205,2554,N,618859,604,41
60864,205,2555,N,619124,604,41
60865,205,2556,N,619390,604,41
60866,205,2557,N,619660,605,43
60867,205,2558,N,619927,605,43
60868,205,2559,N,620189,605,43
60869,205,2560,N,620452,605,43
60870,205,2561,N,620721,606,42
60871,205,2562,N,620985,606,42
60872,205,2563,N,621253,606,42
60873,205,2564,N,621514,606,42
60874,205,2565,N,621778,607,41
60875,205,2566,N,622043,607,41
60876,205,2567,N,622315,607,41
60877,205,2568,N,622582,607,41
60878,205,2569,N,622844,608,22
60879,205,2570,N,623111,608,22
60880,205,2571,N,623376,608,22
60881,205,2572,N,623648,609,36
60882,205,2573,N,623921,609,36
60883,205,2574,N,624188,609,36
60884,205,2575,N,624448,609,36
60885,205,2576,N,624719,610,42
60886,205,2577,N,624990,610,42
60887,205,2578,N,625258,610,42
60888,205,2579,N,625517,610,42
60889,205,2580,N,625782,611,36
60890,205,2581,N,626044,611,36
60891,205,2582,N,626310,611,36
60892,205,2583,N,626575,611,36
60893,205,2584,N,626837,612,41
60894,205,2585,N,627098,612,41
60895,205,2586,N,627371,612,41
60896,205,2587,N,627632,612,41
60897,205,2588,N,627895,613,39
60898,205,2589,N,628154,613,39
60899,205,2590,N,628420,613,39
60900,205,2591,N,628686,613,39
60901,205,2592,N,628952,614,39
60902,205,2593,N,629214,614,39
60903,205,2594,N,629477,614,39
60904,205,2595,N,629741,614,39
60905,205,2596,N,630013,615,25
60906,205,2597,N,630272,615,25
60907,205,2598,N,630531,615,25
60908,205,2599,N,630793,616,38
60909,205,2600,N,631056,616,38
60910,205,2601,N,631322,616,38
60911,205,2602,N,631587,616,38
60912,205,2603,N,631849,617,39
60913,205,2604,N,632109,617,39
60914,205,2605,N,632377,617,39
60915,205,2606,N,632646,617,39
60916,205,2607,N,632909,618,39
60917,205,2608,N,633167,618,39
60918,205,2609,N,633431,618,39
60919,205,2610,N,633692,618,39
60920,205,2611,N,633957,619,44
60921,205,2612,N,634222,619,44
60922,205,2613,N,634481,619,44
60923,205,2614,N,634739,619,44
60924,205,2615,N,635004,620,42
60925,205,2616,N,635272,620,42
60926,205,2617,N,635532,620,42
60927,205,2618,N,635788,620,42
60928,205,2619,N,636050,621,42
60929,205,2620,N,636313,621,42
60930,205,2621,N,636584,621,42
60931,205,2622,N,636848,621,42
60932,205,2623,N,637114,622,38
60933,205,2624,N,637376,622,38
60934,205,2625,N,637649,622,38
60935,205,2626,N,637913,622,38
60936,205,2627,N,638176,623,44
60937,205,2628,N,638434,623,44
60938,205,2629,N,638697,623,44
60939,205,2630,N,638958,623,44
60940,205,2631,N,639223,624,37
60941,205,2632,N,639483,624,37
60942,205,2633,N,639741,624,37
60943,205,2634,N,640001,625,30
60944,205,2635,N,640272,625,30
60945,205,2636,N,640539,625,30
60946,205,2637,N,640802,625,30
60947,205,2638,N,641067,626,40
60948,205,2639,N,641335,626,40
60949,205,2640,N,641607,626,40
60950,205,2641,N,641876,626,40
60951,205,2642,N,642144,627,40
60952,205,2643,N,642408,627,40
60953,205,2644,N,642676,627,40
60954,205,2645,N,642951,627,40
60955,205,2646,N,643216,628,43
60956,205,2647,N,643475,628,43
60957,205,2648,N,643738,628,43
60958,205,2649,N,644002,628,43
60959,205,2650,N,644272,629,38
60960,205,2651,N,644539,629,38
60961,205,2652,N,644805,629,38
60962,205,2653,N,645069,629,38
60963,205,2654,N,645343,630,32
60964,205,2655,N,645616,630,32
60965,205,2656,N,645882,630,32
60966,205,2657,N,646144,631,29
60967,205,2658,N,646412,631,29
60968,205,2659,N,646678,631,29
60969,205,2660,N,646945,631,29
60970,205,2661,N,647210,632,41
60971,205,2662,N,647472,632,41
60972,205,2663,N,647735,632,41
60973,205,2664,N,648007,632,41
60974,205,2665,N,648271,633,38
60975,205,2666,N,648533,633,38
60976,205,2667,N,648795,633,38
60977,205,2668,N,649060,633,38
60978,205,2669,N,649326,634,38
60979,205,2670,N,649596,634,38
60980,205,2671,N,649857,634,38
60981,207,0,+,9,0,32
60982,207,1,R,50,0,32
60983,207,2,V,312,0,32
60984,207,3,R,835,0,32
60985,207,4,V,1078,1,23
60986,207,5,R,1588,1,23
60987,207,6,V,1821,1,23
60988,207,7,R,2342,2,16
60989,207,8,V,2593,2,16
60990,207,9,R,3111,3,18
60991,207,10,V,3357,3,18
60992,207,11,R,3857,3,18
60993,207,12,V,4092,3,18
60994,207,13,R,4637,4,17
60995,207,14,V,4889,4,17
60996,207,15,R,5409,5,13
60997,207,16,V,5648,5,13
60998,207,17,R,6160,6,19
60999,207,18,V,6408,6,19
61000,207,19,R,6939,6,19
61001,207,20,V,7191,7,17
61002,207,21,R,7700,7,17
61003,207,22,V,7937,7,17
61004,207,23,R,8437,8,27
61005,207,24,V,8694,8,27
61006,207,25,R,9215,8,27
61007,207,26,V,9463,9,15
61008,207,27,R,9949,9,15
61009,207,28,V,10196,9,15
61010,207,29,R,10689,10,18
61011,207,30,V,10939,10,18
61012,207,31,R,11450,11,32
61013,207,32,V,11699,11,32
61014,207,33,R,12197,11,32
61015,207,34,V,12436,12,20
61016,207,35,R,12936,12,20
61017,207,36,V,13200,12,20
61018,207,37,V,13348,13,24
61019,207,38,L,13717,13,24
61020,207,39,+,13868,13,24
61021,207,40,V,13967,13,24
61022,207,41,V,14125,13,24
61023,207,42,V,14263,13,24
61024,207,43,+,14414,14,23
61025,207,44,L,14522,14,23
61026,207,45,[,14665,14,23
61027,207,46,+,14689,14,23
61028,207,47,!,14894,14,23
61029,207,48,!,15018,14,23
61030,207,49,!,15138,14,23
61031,207,50,!,15258,14,23
61032,207,51,!,15387,15,25
61033,207,52,!,15519,15,25
61034,207,53,!,15642,15,25
61035,207,54,!,15759,15,25
61036,207,55,!,15906,15,25
61037,207,56,!,16015,15,25
61038,207,57,!,16138,15,25
61039,207,58,!,16262,15,25
61040,207,59,!,16383,15,25
61041,207,60,!,16496,16,31
61042,207,61,!,16611,16,31
61043,207,62,!,16710,16,31
61044,207,63,!,16822,16,31
61045,207,64,!,16936,16,31
61046,207,65,!,17055,16,31
61047,207,66,!,17218,16,31
61048,207,67,!,17346,16,31
61049,207,68,!,17509,17,42
61050,207,69,!,17618,17,42
61051,207,70,!,17730,17,42
61052,207,71,!,17857,17,42
61053,207,72,!,17976,17,42
61054,207,73,!,18132,17,42
61055,207,74,!,18256,17,42
61056,207,75,],18350,17,42
61057,207,76,+,18396,17,42
61058,207,77,R,18825,18,23
61059,207,78,V,19070,18,23
61060,207,79,R,19579,19,24
61061,207,80,[,19715,19,24
61062,207,81,+,19760,19,24
61063,207,82,!,19836,19,24
61064,207,83,!,19964,19,24
61065,207,84,!,20077,19,24
61066,207,85,!,20183,19,24
61067,207,86,!,20297,19,24
61068,207,87,!,20402,19,24
61069,207,88,!,20521,20,40
61070,207,89,!,20640,20,40
61071,207,90,!,20748,20,40
61072,207,91,!,20851,20,40
61073,207,92,!,20962,20,40
61074,207,93,!,21092,20,40
61075,207,94,!,21183,20,40
61076,207,95,!,21315,20,40
61077,207,96,!,21432,20,40
61078,207,97,!,21608,21,16
61079,207,98,],21731,21,16
61080,207,99,+,21827,21,16
61081,207,100,R,22117,21,16
61082,207,101,+,22262,21,16
61083,207,102,V,22383,21,16
61084,207,103,V,22513,21,16
61085,207,104,V,22665,22,28
61086,207,105,+,22774,22,28
61087,207,106,L,22883,22,28
61088,207,107,L,23174,22,28
61089,207,108,L,23502,22,28
61090,207,109,V,23746,23,39
61091,207,110,R,24177,23,39
61092,207,111,L,24535,23,39
61093,207,112,L,24866,24,27
61094,207,113,L,25185,24,27
61095,207,114,L,25496,24,27
61096,207,115,+,25627,25,23
61097,207,116,V,25758,25,23
61098,207,117,L,26164,25,23
61099,207,118,V,26399,25,23
61100,207,119,R,26810,26,25
61101,207,120,V,27055,26,25
61102,207,121,+,27256,26,25
61103,207,122,R,27458,26,25
61104,207,123,L,27785,27,24
61105,207,124,V,28039,27,24
61106,207,125,V,28182,27,24
61107,207,126,R,28717,28,31
61108,207,127,V,28965,28,31
61109,207,128,V,29115,28,31
61110,207,129,R,29455,28,31
61111,207,130,L,29847,29,24
61112,207,131,V,30088,29,24
61113,207,132,R,30567,29,24
61114,207,133,V,30831,30,24
61115,207,134,R,31261,30,24
61116,207,135,L,31614,30,24
61117,207,136,L,31944,31,26
61118,207,137,L,32284,31,26
61119,207,138,L,32637,31,26
61120,207,139,L,32985,32,26
61121,207,140,L,33339,32,26
61122,207,141,V,33604,32,26
61123,207,142,R,33996,33,33
61124,207,143,L,34347,33,33
61125,207,144,L,34708,33,33
61126,207,145,L,35076,34,25
61127,207,146,L,35420,34,25
61128,207,147,L,35760,34,25
61129,207,148,L,36105,35,23
61130,207,149,L,36439,35,23
61131,207,150,L,36792,35,23
61132,207,151,L,37147,36,21
61133,207,152,L,37500,36,21
61134,207,153,L,37848,36,21
61135,207,154,L,38182,37,24
61136,207,155,L,38509,37,24
61137,207,156,L,38867,37,24
61138,207,157,L,39234,38,19
61139,207,158,L,39575,38,19
61140,207,159,L,39924,38,19
61141,207,160,L,40264,39,23
61142,207,161,L,40599,39,23
61143,207,162,L,40951,39,23
61144,207,163,L,41301,40,28
61145,207,164,L,41654,40,28
61146,207,165,L,42000,41,33
61147,207,166,L,42331,41,33
61148,207,167,L,42660,41,33
61149,207,168,L,42985,41,33
61150,207,169,L,43334,42,21
61151,207,170,L,43685,42,21
61152,207,171,L,44020,42,21
61153,207,172,L,44354,43,34
61154,207,173,L,44688,43,34
61155,207,174,L,45009,43,34
61156,207,175,L,45346,44,24
61157,207,176,L,45687,44,24
61158,207,177,L,46025,44,24
61159,207,178,V,46289,45,21
61160,207,179,L,46680,45,21
61161,207,180,V,46903,45,21
61162,207,181,R,47307,46,24
61163,207,182,V,47596,46,24
61164,207,183,V,47748,46,24
61165,207,184,L,48019,46,24
61166,207,185,+,48133,47,23
61167,207,186,V,48247,47,23
61168,207,187,R,48669,47,23
61169,207,188,V,48885,47,23
61170,207,189,R,49331,48,28
61171,207,190,V,49559,48,28
61172,207,191,R,50025,48,28
61173,207,192,V,50263,49,32
61174,207,193,R,50724,49,32
61175,207,194,V,50948,49,32
61176,207,195,R,51383,50,27
61177,207,196,V,51603,50,27
61178,207,197,R,52089,50,27
61179,207,198,V,52320,51,30
61180,207,199,R,52785,51,30
61181,207,200,V,53012,51,30
61182,207,201,R,53471,52,31
61183,207,202,V,53692,52,31
61184,207,203,R,54160,52,31
61185,207,204,V,54401,53,27
61186,207,205,R,54868,53,27
61187,207,206,V,55103,53,27
61188,207,207,R,55558,54,23
61189,207,208,V,55775,54,23
61190,207,209,R,56266,54,23
61191,207,210,V,56508,55,19
61192,207,211,R,56974,55,19
61193,207,212,V,57206,55,19
61194,207,213,R,57666,56,23
61195,207,214,V,57893,56,23
61196,207,215,R,58370,57,17
61197,207,216,V,58607,57,17
61198,207,217,R,59089,57,17
61199,207,218,V,59320,57,17
61200,207,219,R,59785,58,19
61201,207,220,V,60004,58,19
61202,207,221,R,60491,59,20
61203,207,222,V,60731,59,20
61204,207,223,R,61217,59,20
61205,207,224,V,61441,60,22
61206,207,225,R,61911,60,22
61207,207,226,V,62136,60,22
61208,207,227,R,62601,61,26
61209,207,228,V,62835,61,26
61210,207,229,R,63324,61,26
61211,207,230,V,63552,62,22
61212,207,231,R,64032,62,22
61213,207,232,V,64249,62,22
61214,207,233,R,64729,63,29
61215,207,234,V,64967,63,29
61216,207,235,R,65457,63,29
61217,207,236,V,65681,64,29
61218,207,237,R,66157,64,29
61219,207,238,V,66375,64,29
61220,207,239,R,66859,65,23
61221,207,240,V,67097,65,23
61222,207,241,R,67591,66,22
61223,207,242,V,67819,66,22
61224,207,243,R,68300,66,22
61225,207,244,V,68521,66,22
61226,207,245,R,68995,67,22
61227,207,246,V,69207,67,22
61228,207,247,R,69733,68,30
61229,207,248,V,69933,68,30
61230,207,249,R,70434,68,30
61231,207,250,V,70665,69,22
61232,207,251,R,71131,69,22
61233,207,252,V,71340,69,22
61234,207,253,R,71865,70,26
61235,207,254,V,72071,70,26
61236,207,255,R,72581,70,26
61237,207,256,V,72791,71,20
61238,207,257,R,73279,71,20
61239,207,258,V,73494,71,20
61240,207,259,R,74019,72,31
61241,207,260,V,74233,72,31
61242,207,261,R,74726,72,31
61243,207,262,V,74943,73,22
61244,207,263,R,75429,73,22
61245,207,264,V,75639,73,22
61246,207,265,R,76172,74,24
61247,207,266,V,76380,74,24
61248,207,267,R,76886,75,25
61249,207,268,V,77082,75,25
61250,207,269,R,77584,75,25
61251,207,270,V,77794,75,25
61252,207,271,R,78330,76,21
61253,207,272,V,78533,76,21
61254,207,273,R,79047,77,30
61255,207,274,V,79249,77,30
61256,207,275,R,79747,77,30
61257,207,276,V,79958,78,30
61258,207,277,R,80490,78,30
61259,207,278,V,80697,78,30
61260,207,279,R,81212,79,23
61261,207,280,V,81410,79,23
61262,207,281,R,81909,79,23
61263,207,282,V,82121,80,26
61264,207,283,R,82643,80,26
61265,207,284,V,82844,80,26
61266,207,285,R,83355,81,30
61267,207,286,V,83557,81,30
61268,207,287,R,84062,82,42
61269,207,288,V,84300,82,42
61270,207,289,R,84806,82,42
61271,207,290,V,85014,83,29
61272,207,291,R,85514,83,29
61273,207,292,V,85712,83,29
61274,207,293,R,86215,84,23
61275,207,294,V,86425,84,23
61276,207,295,+,86540,84,23
61277,207,296,R,86656,84,23
61278,207,297,L,87039,84,23
61279,207,298,[,87172,85,30
61280,207,299,+,87214,85,30
61281,207,300,!,87273,85,30
61282,207,301,!,87403,85,30
61283,207,302,!,87521,85,30
61284,207,303,!,87644,85,30
61285,207,304,!,87753,85,30
61286,207,305,!,87881,85,30
61287,207,306,!,87999,85,30
61288,207,307,!,88121,86,24
61289,207,308,!,88259,86,24
61290,207,309,!,88392,86,24
61291,207,310,!,88517,86,24
61292,207,311,!,88638,86,24
61293,207,312,],88716,86,24
61294,207,313,+,88788,86,24
61295,207,314,R,89131,87,29
61296,207,315,[,89242,87,29
61297,207,316,+,89320,87,29
61298,207,317,!,89372,87,29
61299,207,318,!,89477,87,29
61300,207,319,!,89627,87,29
61301,207,320,!,89766,87,29
61302,207,321,!,89890,87,29
61303,207,322,!,90002,87,29
61304,207,323,!,90131,88,30
61305,207,324,!,90237,88,30
61306,207,325,!,90360,88,30
61307,207,326,!,90466,88,30
61308,207,327,!,90594,88,30
61309,207,328,!,90724,88,30
61310,207,329,!,90853,88,30
61311,207,330,!,90966,88,30
61312,207,331,!,91077,88,30
61313,207,332,!,91185,89,31
61314,207,333,!,91315,89,31
61315,207,334,!,91425,89,31
61316,207,335,!,91538,89,31
61317,207,336,!,91667,89,31
61318,207,337,!,91776,89,31
61319,207,338,!,91879,89,31
61320,207,339,!,91995,89,31
61321,207,340,!,92101,89,31
61322,207,341,!,92210,90,39
61323,207,342,!,92321,90,39
61324,207,343,!,92424,90,39
61325,207,344,!,92524,90,39
61326,207,345,!,92628,90,39
61327,207,346,!,92737,90,39
61328,207,347,!,92838,90,39
61329,207,348,!,92953,90,39
61330,207,349,!,93049,90,39
61331,207,350,!,93172,90,39
61332,207,351,!,93297,91,25
61333,207,352,!,93430,91,25
61334,207,353,!,93539,91,25
61335,207,354,!,93668,91,25
61336,207,355,!,93802,91,25
61337,207,356,!,93941,91,25
61338,207,357,],94122,91,25
61339,207,358,+,94220,92,19
61340,207,359,L,94437,92,19
61341,207,360,V,94680,92,19
61342,207,361,L,95206,92,19
61343,207,362,L,95566,93,23
61344,207,363,L,95920,93,23
61345,207,364,V,96163,93,23
61346,207,365,V,96300,94,26
61347,207,366,L,96905,94,26
61348,207,367,[,97008,94,26
61349,207,368,+,97051,94,26
61350,207,369,!,97130,94,26
61351,207,370,!,97280,95,31
61352,207,371,!,97384,95,31
61353,207,372,!,97495,95,31
61354,207,373,!,97608,95,31
61355,207,374,!,97729,95,31
61356,207,375,!,97825,95,31
61357,207,376,!,97939,95,31
61358,207,377,!,98054,95,31
61359,207,378,!,98168,95,31
61360,207,379,!,98277,95,31
61361,207,380,!,98376,96,31
61362,207,381,!,98484,96,31
61363,207,382,!,98551,96,31
61364,207,383,!,98651,96,31
61365,207,384,!,98750,96,31
61366,207,385,!,98856,96,31
61367,207,386,!,98946,96,31
61368,207,387,!,99056,96,31
61369,207,388,!,99162,96,31
61370,207,389,!,99277,96,31
61371,207,390,!,99374,97,28
61372,207,391,!,99491,97,28
61373,207,392,!,99597,97,28
61374,207,393,!,99691,97,28
61375,207,394,!,99809,97,28
61376,207,395,!,99909,97,28
61377,207,396,!,100001,97,28
61378,207,397,!,100107,97,28
61379,207,398,!,100214,97,28
61380,207,399,!,100312,97,28
61381,207,400,!,100424,98,15
61382,207,401,!,100545,98,15
61383,207,402,!,100671,98,15
61384,207,403,!,100804,98,15
61385,207,404,!,100956,98,15
61386,207,405,],101126,98,15
61387,207,406,+,101185,98,15
61388,207,407,L,101423,99,11
61389,207,408,V,101715,99,11
61390,207,409,~,101933,99,11
61391,207,410,L,102147,99,11
61392,207,411,V,102382,99,11
61393,207,412,L,102782,100,11
61394,207,413,L,103088,100,11
61395,207,414,L,103386,100,11
61396,207,415,L,103696,101,28
61397,207,416,L,104006,101,28
61398,207,417,L,104306,101,28
61399,207,418,L,104598,102,17
61400,207,419,L,104886,102,17
61401,207,420,L,105175,102,17
61402,207,421,L,105447,102,17
61403,207,422,L,105734,103,59
61404,207,423,L,106041,103,59
61405,207,424,L,106339,103,59
61406,207,425,L,106628,104,47
61407,207,426,L,106919,104,47
61408,207,427,L,107198,104,47
61409,207,428,L,107470,104,47
61410,207,429,L,107747,105,23
61411,207,430,L,108033,105,23
61412,207,431,L,108314,105,23
61413,207,432,L,108581,106,22
61414,207,433,~,108704,106,22
61415,207,434,L,108856,106,22
61416,207,435,L,109118,106,22
61417,207,436,L,109387,106,22
61418,207,437,L,109654,107,30
61419,207,438,L,109914,107,30
61420,207,439,L,110187,107,30
61421,207,440,L,110470,107,30
61422,207,441,L,110747,108,31
61423,207,442,L,111017,108,31
61424,207,443,L,111284,108,31
61425,207,444,L,111541,108,31
61426,207,445,~,111757,109,18
61427,207,446,L,111805,109,18
61428,207,447,L,112063,109,18
61429,207,448,L,112345,109,18
61430,207,449,L,112624,109,18
61431,207,450,L,112896,110,32
61432,207,451,L,113159,110,32
61433,207,452,L,113427,110,32
61434,207,453,L,113695,111,33
61435,207,454,L,113961,111,33
61436,207,455,L,114216,111,33
61437,207,456,L,114493,111,33
61438,207,457,L,114772,112,27
61439,207,458,L,115053,112,27
61440,207,459,L,115325,112,27
61441,207,460,~,115469,112,27
61442,207,461,L,115593,112,27
61443,207,462,L,115852,113,120
61444,207,463,L,116108,113,120
61445,207,464,L,116372,113,120
61446,207,465,L,116647,113,120
61447,207,466,L,116923,114,90
61448,207,467,L,117198,114,90
61449,207,468,L,117462,114,90
61450,207,469,L,117716,114,90
61451,207,470,L,117972,115,112
61452,207,471,L,118210,115,112
